25/11/2024 15:20:03 |  30632 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=2 HTTP/11" 200 None
25/11/2024 15:20:03 |  30632 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:20:04 |  30632 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=3 HTTP/11" 200 None
25/11/2024 15:20:04 |  30632 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:20:04 |  30632 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=4 HTTP/11" 200 None
25/11/2024 15:20:04 |  30632 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:20:04 |  30632 | INFO     | atualizar_mascara_padrao       | Atualizar máscara do condomínio
25/11/2024 15:20:04 |  30632 | INFO     | atualizar_mascara_padrao       | Rodando na versão: 2024.11.1
25/11/2024 15:20:04 |  30632 | INFO     | atualizar_mascara_padrao       | Usando a biblioteca superlogica_chamadas_api na versão: 1.1
25/11/2024 15:20:04 |  30632 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:20:04 |  30632 | INFO     | atualizar_mascara_padrao       | Procurando arquivo configuracoes.xlsx em .\docs\.
25/11/2024 15:20:04 |  30632 | INFO     | atualizar_mascara_padrao       | Processando arquivo configuracoes.xlsx.
25/11/2024 15:20:04 |  30632 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:20:05 |  30632 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/configuracoes?idCondominio=9 HTTP/11" 200 None
25/11/2024 15:21:22 |  16096 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:21:23 |  16096 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=1 HTTP/11" 200 None
25/11/2024 15:21:23 |  16096 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:21:24 |  16096 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=2 HTTP/11" 200 None
25/11/2024 15:21:24 |  16096 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:21:24 |  16096 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=3 HTTP/11" 200 None
25/11/2024 15:21:24 |  16096 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:21:25 |  16096 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=4 HTTP/11" 200 None
25/11/2024 15:21:25 |  16096 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:21:25 |  16096 | INFO     | atualizar_mascara_padrao       | Atualizar máscara do condomínio
25/11/2024 15:21:25 |  16096 | INFO     | atualizar_mascara_padrao       | Rodando na versão: 2024.11.1
25/11/2024 15:21:25 |  16096 | INFO     | atualizar_mascara_padrao       | Usando a biblioteca superlogica_chamadas_api na versão: 1.1
25/11/2024 15:21:25 |  16096 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:21:25 |  16096 | INFO     | atualizar_mascara_padrao       | Procurando arquivo configuracoes.xlsx em .\docs\.
25/11/2024 15:21:25 |  16096 | INFO     | atualizar_mascara_padrao       | Processando arquivo configuracoes.xlsx.
25/11/2024 15:21:25 |  16096 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:21:25 |  16096 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/configuracoes?idCondominio=9 HTTP/11" 200 None
25/11/2024 15:21:40 |   1076 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:21:41 |   1076 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=1 HTTP/11" 200 None
25/11/2024 15:21:41 |   1076 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:21:42 |   1076 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=2 HTTP/11" 200 None
25/11/2024 15:21:42 |   1076 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:21:42 |   1076 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=3 HTTP/11" 200 None
25/11/2024 15:21:42 |   1076 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:21:43 |   1076 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=4 HTTP/11" 200 None
25/11/2024 15:21:43 |   1076 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:21:43 |   1076 | INFO     | atualizar_mascara_padrao       | Atualizar máscara do condomínio
25/11/2024 15:21:43 |   1076 | INFO     | atualizar_mascara_padrao       | Rodando na versão: 2024.11.1
25/11/2024 15:21:43 |   1076 | INFO     | atualizar_mascara_padrao       | Usando a biblioteca superlogica_chamadas_api na versão: 1.1
25/11/2024 15:21:43 |   1076 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:21:43 |   1076 | INFO     | atualizar_mascara_padrao       | Procurando arquivo configuracoes.xlsx em .\docs\.
25/11/2024 15:21:43 |   1076 | INFO     | atualizar_mascara_padrao       | Processando arquivo configuracoes.xlsx.
25/11/2024 15:23:11 |  12772 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:23:12 |  12772 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=1 HTTP/11" 200 None
25/11/2024 15:23:12 |  12772 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:23:12 |  12772 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=2 HTTP/11" 200 None
25/11/2024 15:23:12 |  12772 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:23:13 |  12772 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=3 HTTP/11" 200 None
25/11/2024 15:23:13 |  12772 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:23:13 |  12772 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=4 HTTP/11" 200 None
25/11/2024 15:23:13 |  12772 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:23:13 |  12772 | INFO     | atualizar_mascara_padrao       | Atualizar máscara do condomínio
25/11/2024 15:23:13 |  12772 | INFO     | atualizar_mascara_padrao       | Rodando na versão: 2024.11.1
25/11/2024 15:23:13 |  12772 | INFO     | atualizar_mascara_padrao       | Usando a biblioteca superlogica_chamadas_api na versão: 1.1
25/11/2024 15:23:13 |  12772 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:23:13 |  12772 | INFO     | atualizar_mascara_padrao       | Procurando arquivo configuracoes.xlsx em .\docs\.
25/11/2024 15:23:13 |  12772 | INFO     | atualizar_mascara_padrao       | Processando arquivo configuracoes.xlsx.
25/11/2024 15:23:32 |  19624 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:23:32 |  19624 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=1 HTTP/11" 200 None
25/11/2024 15:23:32 |  19624 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:23:33 |  19624 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=2 HTTP/11" 200 None
25/11/2024 15:23:33 |  19624 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:23:34 |  19624 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=3 HTTP/11" 200 None
25/11/2024 15:23:34 |  19624 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:23:34 |  19624 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=4 HTTP/11" 200 None
25/11/2024 15:23:34 |  19624 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:23:34 |  19624 | INFO     | atualizar_mascara_padrao       | Atualizar máscara do condomínio
25/11/2024 15:23:34 |  19624 | INFO     | atualizar_mascara_padrao       | Rodando na versão: 2024.11.1
25/11/2024 15:23:34 |  19624 | INFO     | atualizar_mascara_padrao       | Usando a biblioteca superlogica_chamadas_api na versão: 1.1
25/11/2024 15:23:34 |  19624 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:23:34 |  19624 | INFO     | atualizar_mascara_padrao       | Procurando arquivo configuracoes.xlsx em .\docs\.
25/11/2024 15:23:34 |  19624 | INFO     | atualizar_mascara_padrao       | Processando arquivo configuracoes.xlsx.
25/11/2024 15:24:13 |   6988 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:24:13 |   6988 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=1 HTTP/11" 200 None
25/11/2024 15:24:13 |   6988 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:24:14 |   6988 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=2 HTTP/11" 200 None
25/11/2024 15:24:14 |   6988 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:24:14 |   6988 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=3 HTTP/11" 200 None
25/11/2024 15:24:14 |   6988 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:24:15 |   6988 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/condominios/get?id=-1&somenteCondominiosAtivos=1&ignorarCondominioModelo=1&apenasColunasPrincipais=1&apenasDadosDoPlanoDeContas=0&comDataFechamento=1&itensPorPagina=50&pagina=4 HTTP/11" 200 None
25/11/2024 15:24:15 |   6988 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:24:15 |   6988 | INFO     | atualizar_mascara_padrao       | Atualizar máscara do condomínio
25/11/2024 15:24:15 |   6988 | INFO     | atualizar_mascara_padrao       | Rodando na versão: 2024.11.1
25/11/2024 15:24:15 |   6988 | INFO     | atualizar_mascara_padrao       | Usando a biblioteca superlogica_chamadas_api na versão: 1.1
25/11/2024 15:24:15 |   6988 | INFO     | atualizar_mascara_padrao       | ------------------------------------
25/11/2024 15:24:15 |   6988 | INFO     | atualizar_mascara_padrao       | Procurando arquivo configuracoes.xlsx em .\docs\.
25/11/2024 15:24:15 |   6988 | INFO     | atualizar_mascara_padrao       | Processando arquivo configuracoes.xlsx.
25/11/2024 15:24:19 |   6988 | ERROR    | atualizar_mascara_padrao       | 'código'
Traceback (most recent call last):
  File "C:\Users\Rafael.Moreno\Documents\GitHub\Superlogica_Atualizar_Mascara_Condomio\atualizar_mascara.py", line 89, in atualizar_mascara_padrao
    id_Sl = self.codigos_referencia[codigo]
            ~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^
KeyError: 'código'
25/11/2024 15:24:22 |   6988 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:24:23 |   6988 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "GET /v2/condor/configuracoes?idCondominio=9 HTTP/11" 200 None
25/11/2024 15:24:23 |   6988 | INFO     | atualizar_mascara_padrao       | Esse endereço não está sendo atualizado : False
25/11/2024 15:24:23 |   6988 | DEBUG    | _new_conn                      | Starting new HTTPS connection (1): api.superlogica.net:443
25/11/2024 15:24:24 |   6988 | DEBUG    | _make_request                  | https://api.superlogica.net:443 "POST /v2/condor/configuracoes?idCondominio=9&CONFIGURA%C3%87%C3%83O=valor&ID_TIPOJUROS_COND=1&NM_DIASPARAATUALIZAR_COND=30&ST_INADIMPLENTE_COND=0.00&BOLETO_EXIBIRUNIDADE=1&ACORDO_SEMDESCONTO=1&SALDO_DEVEDOR_TIPO=Capitalizado&SALDO_DEVEDOR_TAXA=5.8&FL_RODAPE_ADM=1&TIPO_BOLETO=0&BOLETO_EXIBECOMPOSICAO=1&IMPRESSAO_FRENTEEVERSO=1&ALERTAS_PERIODO=0&REMETENTE_COBRANCAS=cac@estasa.com.br&MARCARPARAREMESSA_AOGERARBOLETO=1&TABELA_ATUALIZACAO_MONETARIA=IPCA&ATUALIZACAO_MONETARIA_AUTOMATICA=1&ATUALIZACAO_MONETARIA_SALDO_UNIDADE=3&REGUA_NOTIFICACAO_POR=vencimento_cobranca&ACORDO_NAOSEPARARCOMPOSICAO=2&FL_AUTORIZACAO_REMESSA_DESPESA_COM_CATEGORIA=1&MODELO_TRABALHO_DESPESAS=2&GERAR_COMPROVANTE_DESPESA_AUTOMATICO=1&SUPELOGICA_DOCS=1&COMPACTAR_RELATORIOS=1&DATA_IMPRESSAO_RELATORIO=1&ALERTA_FORMA_DE_ENTREGA=1&BOLETO_SEM_PRESTACAOCONTAS=1&DISPONIBILIZAR_FOTOS=1&INDISPONIBILIZAR_OCORRENCIAS=1&INDISPONIBILIZAR_UNIDADES_RESPONSAVELLEGAL=1&INDISPONIBILIZAR_UNIDADES_CND=1&INDISPONIBILIZAR_BOLETOS_DE_ACORDO=2&INDISPONIBILIZAR_SEGUNDA_VIA=60&INDISPONIBILIZAR_COBRANCAS_JUDICIAIS=2&DISPONIBILIZAR_APOS_GERACAO=2&MOVIMENTO_BANCARIO=1&PORTARIA=1&VISITANTES=1&SINDICO_ONLINE=1&DISPONIBILIZAR_DESPESAS=1&DISPONIBILIZAR_MANUTENCOES=1&DISPONIBILIZAR_RESERVAS=1&PERIODO_PRESTACAO_DE_CONTAS_CONDOMINO=1&PERIODO_PRESTACAO_DE_CONTAS_RESPONSAVEL_LEGAL=1&QTD_MESES_PRESTACAO_DE_CONTAS=12&DISPONIBILIZAR_ASSEMBLEIAS=1&ASSEMBLEIA_MEETING=1&ARRECADACAO_COMPETENCIA=0&INSTRUCAO_COBRANCA1=Ap%C3%B3s%2059%20dias%20do%20vencimento%20entrar%20em%20contato%20com%20STA%20Cobran%C3%A7a%20-%20%C2%A0Tel:%20(21)%202323-4423%20ou%20cac@estasa.com.br%20.&INSTRUCAO_COBRANCA2=Antes%20de%20finalizar%20o%20pagamento,%20verifique%20se%20os%20dados%20do%20BENEFICI%C3%81RIO%20est%C3%A3o%20corretos.&INSTRUCAO_COBRANCA3=O%20seguro%20Inc%C3%AAndio%20Conte%C3%BAdo%20e%20Prote%C3%A7%C3%A3o%20Condominial%20%C3%A9%20opcional,%20com%20cobertura%20no%20m%C3%AAs%20subsequente%20ao%20vencimento%20do%20boleto,%20pagamentos%20ap%C3%B3s%20o%20vencimento%20n%C3%A3o%20ser%C3%A3o%20considerados.%20Qualquer%20altera%C3%A7%C3%A3o%20ref.%20a%20seguros,%20contate:%202323-4405%20ou%20site:%20www.estasaseguros.com.br%20%C2%A0.&INSTRUCAO_COBRANCA4=Dep%C3%B3sitos%20realizados%20na%20conta%20da%20administradora%20n%C3%A3o%20ser%C3%A3o%20considerados%20.&INSTRUCAO_COBRANCA_ACORDO1=Ap%C3%B3s%2059%20dias%20do%20vencimento%20entrar%20em%20contato%20com%20STA%20Cobran%C3%A7a%20-%20%C2%A0Tel:%20(21)%202323-4423%20ou%20cac@estasa.com.br%20.&INSTRUCAO_COBRANCA_ACORDO2=Antes%20de%20finalizar%20o%20pagamento,%20verifique%20se%20os%20dados%20do%20BENEFICI%C3%81RIO%20est%C3%A3o%20corretos.&INSTRUCAO_COBRANCA_ACORDO3=O%20seguro%20Inc%C3%AAndio%20Conte%C3%BAdo%20e%20Prote%C3%A7%C3%A3o%20Condominial%20%C3%A9%20opcional,%20com%20cobertura%20no%20m%C3%AAs%20subsequente%20ao%20vencimento%20do%20boleto,%20pagamentos%20ap%C3%B3s%20o%20vencimento%20n%C3%A3o%20ser%C3%A3o%20considerados.%20Qualquer%20altera%C3%A7%C3%A3o%20ref.%20a%20seguros,%20contate:%202323-4405%20ou%20site:%20www.estasaseguros.com.br%20%C2%A0.&INSTRUCAO_COBRANCA_ACORDO4=Dep%C3%B3sitos%20realizados%20na%20conta%20da%20administradora%20n%C3%A3o%20ser%C3%A3o%20considerados%20.&FL_CONSIDERAR_FRACAO_IGUAL_CEM_POR_CENTO=1&NM_TXJUROS_COND=1.00&NM_TXMULTA_COND=2.00&NM_TXJUROSACORDO_COND=1.00&NM_TXMULTAACORDO_COND=2.00&DISPONIBILIZAR_COMUNICADO_RESPONSAVELLEGAL=1&ARRECADACAO_SIMULAR=1&ALERTA_PENDENTE=1 HTTP/11" 200 None
